data,idle_time%,interrupt_time%,priviledged_time%,processor_time%,user_time%,Interrupt/sec,state
05/24/2022 00:35:45.581,96.96309325,0,1.870183529,2.43875922,0.935091765,157.1928517,idle
05/24/2022 00:35:50.574,98.32250707,0,0.625832307,0.805579356,0.312916153,171.8310956,idle
05/24/2022 00:50:05.621,96.57829811,0,2.505309703,3.232412711,0.626327426,253.3563503,idle
05/24/2022 00:50:10.632,98.53302522,0,1.247305346,1.462877628,0.311826337,208.3566171,idle
05/24/2022 00:50:15.633,96.79028357,0,3.124766767,3.444706887,0.312476677,167.7831311,idle
05/24/2022 00:50:20.628,98.76382969,0,1.563957859,1.470654886,0,223.0043835,idle
05/24/2022 00:50:25.645,96.51587068,0,2.18003243,3.455706684,0.934299613,304.7563436,idle
05/24/2022 00:50:30.638,98.69967193,0,1.877506659,1.430900395,0,192.256293,idle
05/24/2022 00:50:35.635,98.84669881,0,0.938083357,1.501247566,0.312694452,180.9142908,idle
05/24/2022 00:50:40.630,99.2740408,0,0,0,0,166.1686645,idle
05/24/2022 00:50:45.637,99.16795549,0,0.624170702,0.444773057,0,201.3349385,idle
05/24/2022 00:50:50.631,97.88443744,0,0,1.750604475,1.56448082,213.475131,idle
05/24/2022 01:05:05.562,99.14014996,0,0.312360519,0.669355106,0.312360519,113.350552,idle
05/24/2022 01:05:10.562,98.93908137,0,0.937482882,0.939308848,0,140.7917383,idle
05/24/2022 01:05:15.568,99.41775961,0,0,0.105961602,0,92.50564239,idle
05/24/2022 01:05:20.569,99.17438704,0,0,0.350765306,0.312380046,101.9644654,idle
05/24/2022 01:05:25.567,97.95525373,0,0.312700378,1.499380803,0.938101135,204.7235834,idle
05/24/2022 01:05:30.567,99.1751304,0,0.312480907,0.006109627,0,80.79375303,idle
05/24/2022 01:05:35.568,96.71162353,0,1.874666197,2.829802125,0.937333098,135.5766618,idle
05/24/2022 01:05:40.581,96.83758511,0,2.493258279,2.7629271,0.311657285,151.5900671,idle
05/24/2022 01:05:45.582,97.52361901,0,2.499530638,3.143187772,0.31244133,112.3798593,idle
05/24/2022 01:05:50.571,97.3587752,0,1.879052892,1.976074155,0.313175482,102.2202786,idle
05/25/2022 07:26:05.873,89.85810646,0,1.869410425,5.283205111,3.427252447,553.4926263,idle
05/25/2022 07:26:10.872,96.50919111,0,0.312572967,0.289223516,0,177.2423184,idle
05/25/2022 07:26:15.871,96.16109756,0,0,0,0,160.6386722,idle
05/25/2022 07:26:20.870,94.24064135,0,0.625146172,1.852051047,1.250292343,271.8257963,idle
05/25/2022 07:26:25.868,96.36728566,0,0,0,0,157.4559472,idle
05/25/2022 07:26:30.867,96.53854343,0,0,0,0,154.8377711,idle
05/25/2022 07:26:35.866,96.35720602,0,0,0,0,154.2245927,idle
05/25/2022 07:26:40.865,96.57629843,0,0,0,0,155.0355341,idle
05/25/2022 07:26:45.863,96.02193867,0,0.312604147,0.279277044,0,156.064745,idle
